hugo_symbol	ensembl_gene_id	canonical_transcript
TRGJ2	ENSG00000211687	ENST00000390333
TRGJP	ENSG00000211691	ENST00000390338
TRGJP1	ENSG00000211692	ENST00000390339
TRGJP2	ENSG00000211688	ENST00000390334
TRGV1	ENSG00000211701	ENST00000390348
TRGV10	ENSG00000211694	ENST00000390341
TRGV11	ENSG00000211693	ENST00000390340
TRGV2	ENSG00000233306	ENST00000426402
TRGV3	ENSG00000211699	ENST00000390346
TRGV4	ENSG00000211698	ENST00000390345
TRGV8	ENSG00000211696	ENST00000390343
TRGV9	ENSG00000211695	ENST00000444775
TRH	ENSG00000170893	ENST00000302649
TRHDE	ENSG00000072657	ENST00000261180
TRHR	ENSG00000174417	ENST00000518632
TRIAP1	ENSG00000170855	ENST00000546954
TRIB1	ENSG00000173334	ENST00000311922
TRIB2	ENSG00000071575	ENST00000155926
TRIB3	ENSG00000101255	ENST00000422053
TRIL	ENSG00000255690	ENST00000539664
TRIM10	ENSG00000204613	ENST00000449742
TRIM11	ENSG00000154370	ENST00000284551
TRIM13	ENSG00000204977	ENST00000356017
TRIM14	ENSG00000106785	ENST00000341469
TRIM15	ENSG00000204610	ENST00000376694
TRIM16	ENSG00000221926	ENST00000578237
TRIM16L	ENSG00000108448	ENST00000449552
TRIM17	ENSG00000162931	ENST00000366697
TRIM2	ENSG00000109654	ENST00000338700
TRIM21	ENSG00000132109	ENST00000254436
TRIM22	ENSG00000132274	ENST00000379965
TRIM23	ENSG00000113595	ENST00000231524
TRIM24	ENSG00000122779	ENST00000343526
TRIM25	ENSG00000121060	ENST00000316881
TRIM26	ENSG00000234127	ENST00000454678
TRIM27	ENSG00000204713	ENST00000377199
TRIM28	ENSG00000130726	ENST00000253024
TRIM29	ENSG00000137699	ENST00000341846
TRIM3	ENSG00000110171	ENST00000525074
TRIM31	ENSG00000204616	ENST00000376734
TRIM32	ENSG00000119401	ENST00000450136
TRIM33	ENSG00000197323	ENST00000358465
TRIM34	ENSG00000258659	ENST00000514226
TRIM35	ENSG00000104228	ENST00000305364
TRIM36	ENSG00000152503	ENST00000282369
TRIM37	ENSG00000108395	ENST00000262294
TRIM38	ENSG00000112343	ENST00000357085
TRIM39	ENSG00000204599	ENST00000376656
TRIM4	ENSG00000146833	ENST00000355947
TRIM40	ENSG00000204614	ENST00000396581
TRIM41	ENSG00000146063	ENST00000315073
TRIM42	ENSG00000155890	ENST00000286349
TRIM43	ENSG00000144015	ENST00000272395
TRIM44	ENSG00000166326	ENST00000299413
TRIM45	ENSG00000134253	ENST00000256649
TRIM46	ENSG00000163462	ENST00000334634
TRIM47	ENSG00000132481	ENST00000254816
TRIM48	ENSG00000150244	ENST00000417545
TRIM49	ENSG00000168930	ENST00000329758
TRIM49C	ENSG00000204449	ENST00000448984
TRIM49D1	ENSG00000223417	ENST00000530311
TRIM5	ENSG00000132256	ENST00000380034
TRIM50	ENSG00000146755	ENST00000333149
TRIM51	ENSG00000124900	ENST00000449290
TRIM54	ENSG00000138100	ENST00000296098
TRIM55	ENSG00000147573	ENST00000315962
TRIM56	ENSG00000169871	ENST00000306085
TRIM58	ENSG00000162722	ENST00000366481
TRIM59	ENSG00000213186	ENST00000309784
TRIM6	ENSG00000121236	ENST00000380097
TRIM6-TRIM34	ENSG00000258588	ENST00000354852
TRIM60	ENSG00000176979	ENST00000512596
TRIM61	ENSG00000183439	ENST00000329314
TRIM62	ENSG00000116525	ENST00000291416
TRIM63	ENSG00000158022	ENST00000374272
TRIM64	ENSG00000204450	ENST00000533122
TRIM64B	ENSG00000189253	ENST00000329862
TRIM65	ENSG00000141569	ENST00000269383
TRIM66	ENSG00000166436	ENST00000402157
TRIM67	ENSG00000119283	ENST00000366653
TRIM68	ENSG00000167333	ENST00000300747
TRIM69	ENSG00000185880	ENST00000559390
TRIM7	ENSG00000146054	ENST00000274773
TRIM71	ENSG00000206557	ENST00000383763
TRIM72	ENSG00000177238	ENST00000322122
TRIM73	ENSG00000178809	ENST00000323819
TRIM74	ENSG00000155428	ENST00000285805
TRIM77	ENSG00000214414	ENST00000398290
TRIM8	ENSG00000171206	ENST00000302424
TRIM9	ENSG00000100505	ENST00000298355
TRIML1	ENSG00000184108	ENST00000332517
TRIML2	ENSG00000179046	ENST00000512729
TRIO	ENSG00000038382	ENST00000344204
TRIOBP	ENSG00000100106	ENST00000406386
TRIP10	ENSG00000125733	ENST00000313244
TRIP11	ENSG00000100815	ENST00000267622
TRIP12	ENSG00000153827	ENST00000389044
TRIP13	ENSG00000071539	ENST00000166345
TRIP4	ENSG00000103671	ENST00000261884
TRIP6	ENSG00000087077	ENST00000200457
TRIQK	ENSG00000205133	ENST00000521988
TRIT1	ENSG00000043514	ENST00000316891
TRMT1	ENSG00000104907	ENST00000592062
TRMT10A	ENSG00000145331	ENST00000273962
TRMT10B	ENSG00000165275	ENST00000297994
TRMT10C	ENSG00000174173	ENST00000309922
TRMT11	ENSG00000066651	ENST00000334379
TRMT112	ENSG00000173113	ENST00000544844
TRMT12	ENSG00000183665	ENST00000328599
TRMT13	ENSG00000122435	ENST00000370141
TRMT1L	ENSG00000121486	ENST00000367506
TRMT2A	ENSG00000099899	ENST00000252136
TRMT2B	ENSG00000188917	ENST00000372936
TRMT44	ENSG00000155275	ENST00000389737
TRMT5	ENSG00000126814	ENST00000261249
TRMT6	ENSG00000089195	ENST00000203001
TRMT61A	ENSG00000166166	ENST00000389749
TRMT61B	ENSG00000171103	ENST00000306108
TRMU	ENSG00000100416	ENST00000290846
TRNAU1AP	ENSG00000180098	ENST00000373830
TRNP1	ENSG00000253368	ENST00000522111
TRNT1	ENSG00000072756	ENST00000251607
TRO	ENSG00000067445	ENST00000173898
TROAP	ENSG00000135451	ENST00000257909
TROVE2	ENSG00000116747	ENST00000367446
TRPA1	ENSG00000104321	ENST00000262209
TRPC1	ENSG00000144935	ENST00000476941
TRPC3	ENSG00000138741	ENST00000379645
TRPC4AP	ENSG00000100991	ENST00000252015
TRPC5	ENSG00000072315	ENST00000262839
TRPC6	ENSG00000137672	ENST00000344327
TRPC7	ENSG00000069018	ENST00000513104
TRPM1	ENSG00000134160	ENST00000542188
TRPM2	ENSG00000142185	ENST00000397928
TRPM3	ENSG00000083067	ENST00000377110
TRPM4	ENSG00000130529	ENST00000252826
TRPM5	ENSG00000070985	ENST00000155858
TRPM6	ENSG00000119121	ENST00000360774
TRPM7	ENSG00000092439	ENST00000313478
TRPM8	ENSG00000144481	ENST00000324695
TRPS1	ENSG00000104447	ENST00000395715
TRPT1	ENSG00000149743	ENST00000394546
TRPV1	ENSG00000262304	ENST00000572705
TRPV2	ENSG00000187688	ENST00000338560
TRPV3	ENSG00000167723	ENST00000301365
TRPV4	ENSG00000111199	ENST00000418703
TRPV5	ENSG00000127412	ENST00000265310
TRPV6	ENSG00000165125	ENST00000359396
TRRAP	ENSG00000196367	ENST00000359863
TRUB1	ENSG00000165832	ENST00000298746
TRUB2	ENSG00000167112	ENST00000372890
TSACC	ENSG00000163467	ENST00000368255
TSC1	ENSG00000165699	ENST00000298552
TSC2	ENSG00000103197	ENST00000219476
TSC22D1	ENSG00000102804	ENST00000458659
TSC22D2	ENSG00000196428	ENST00000361875
TSC22D3	ENSG00000157514	ENST00000372383
TSC22D4	ENSG00000166925	ENST00000300181
TSEN15	ENSG00000198860	ENST00000361641
TSEN2	ENSG00000154743	ENST00000284995
TSEN34	ENSG00000170892	ENST00000429671
TSEN54	ENSG00000182173	ENST00000333213
TSFM	ENSG00000123297	ENST00000323833
TSG101	ENSG00000074319	ENST00000251968
TSGA10	ENSG00000135951	ENST00000393483
TSGA10IP	ENSG00000175513	ENST00000532620
TSGA13	ENSG00000213265	ENST00000456951
TSHB	ENSG00000134200	ENST00000256592
TSHR	ENSG00000165409	ENST00000541158
TSHZ1	ENSG00000179981	ENST00000580243
TSHZ2	ENSG00000182463	ENST00000371497
TSHZ3	ENSG00000121297	ENST00000240587
TSKS	ENSG00000126467	ENST00000246801
TSKU	ENSG00000182704	ENST00000527881
TSLP	ENSG00000145777	ENST00000344895
TSN	ENSG00000211460	ENST00000389682
TSNARE1	ENSG00000171045	ENST00000524325
TSNAX	ENSG00000116918	ENST00000366639
TSNAX-DISC1	ENSG00000270106	ENST00000602956
TSNAXIP1	ENSG00000102904	ENST00000561639
TSPAN1	ENSG00000117472	ENST00000372003
TSPAN10	ENSG00000182612	ENST00000574882
TSPAN11	ENSG00000110900	ENST00000261177
TSPAN12	ENSG00000106025	ENST00000222747
TSPAN13	ENSG00000106537	ENST00000262067
TSPAN14	ENSG00000108219	ENST00000429989
TSPAN15	ENSG00000099282	ENST00000373290
TSPAN16	ENSG00000130167	ENST00000316737
TSPAN17	ENSG00000048140	ENST00000310032
TSPAN18	ENSG00000157570	ENST00000340160
TSPAN19	ENSG00000231738	ENST00000532498
TSPAN2	ENSG00000134198	ENST00000369516
TSPAN3	ENSG00000140391	ENST00000267970
TSPAN31	ENSG00000135452	ENST00000257910
TSPAN32	ENSG00000064201	ENST00000182290
TSPAN33	ENSG00000158457	ENST00000486685
TSPAN4	ENSG00000214063	ENST00000397404
TSPAN5	ENSG00000168785	ENST00000305798
TSPAN6	ENSG00000000003	ENST00000373020
TSPAN7	ENSG00000156298	ENST00000378482
TSPAN8	ENSG00000127324	ENST00000393330
TSPAN9	ENSG00000011105	ENST00000011898
TSPEAR	ENSG00000175894	ENST00000323084
TSPO	ENSG00000100300	ENST00000396265
TSPO2	ENSG00000112212	ENST00000373161
TSPY10	ENSG00000236424	ENST00000444056
TSPY2	ENSG00000168757	ENST00000383042
TSPY3	ENSG00000228927	ENST00000424594
TSPY4	ENSG00000233803	ENST00000383008
TSPY6P	ENSG00000238074	ENST00000440215
TSPY8	ENSG00000229549	ENST00000383000
TSPYL1	ENSG00000189241	ENST00000368608
TSPYL2	ENSG00000184205	ENST00000375442
TSPYL4	ENSG00000187189	ENST00000420283
TSPYL5	ENSG00000180543	ENST00000322128
TSPYL6	ENSG00000178021	ENST00000317802
TSR1	ENSG00000167721	ENST00000301364
TSR2	ENSG00000158526	ENST00000375151
TSR3	ENSG00000007520	ENST00000007390
TSSC1	ENSG00000032389	ENST00000382125
TSSC4	ENSG00000184281	ENST00000333256
TSSK1B	ENSG00000212122	ENST00000390666
TSSK2	ENSG00000206203	ENST00000399635
TSSK3	ENSG00000162526	ENST00000373534
TSSK4	ENSG00000139908	ENST00000339917
TSSK6	ENSG00000178093	ENST00000585580
TST	ENSG00000128311	ENST00000403892
TSTA3	ENSG00000104522	ENST00000425753
TSTD1	ENSG00000215845	ENST00000423014
TSTD2	ENSG00000136925	ENST00000341170
TTBK1	ENSG00000146216	ENST00000259750
TTBK2	ENSG00000128881	ENST00000267890
TTC1	ENSG00000113312	ENST00000231238
TTC12	ENSG00000149292	ENST00000529221
TTC13	ENSG00000143643	ENST00000366661
TTC14	ENSG00000163728	ENST00000296015
TTC16	ENSG00000167094	ENST00000373289
TTC17	ENSG00000052841	ENST00000039989
TTC18	ENSG00000156042	ENST00000310715
TTC19	ENSG00000011295	ENST00000261647
TTC21A	ENSG00000168026	ENST00000431162
TTC21B	ENSG00000123607	ENST00000243344
TTC22	ENSG00000006555	ENST00000371276
TTC23	ENSG00000103852	ENST00000394132
TTC23L	ENSG00000205838	ENST00000505624
TTC24	ENSG00000187862	ENST00000368236
TTC25	ENSG00000204815	ENST00000377540
TTC26	ENSG00000105948	ENST00000464848
TTC27	ENSG00000018699	ENST00000317907
TTC28	ENSG00000100154	ENST00000397906
TTC29	ENSG00000137473	ENST00000513335
TTC3	ENSG00000182670	ENST00000399017
TTC30A	ENSG00000197557	ENST00000355689
TTC30B	ENSG00000196659	ENST00000408939
TTC31	ENSG00000115282	ENST00000233623
TTC32	ENSG00000183891	ENST00000333610
TTC33	ENSG00000113638	ENST00000337702
TTC34	ENSG00000215912	ENST00000401095
TTC36	ENSG00000172425	ENST00000302783
TTC37	ENSG00000198677	ENST00000358746
TTC38	ENSG00000075234	ENST00000381031
TTC39A	ENSG00000085831	ENST00000447632
TTC39B	ENSG00000155158	ENST00000512701
TTC39C	ENSG00000168234	ENST00000317571
TTC4	ENSG00000243725	ENST00000371281
TTC40	ENSG00000171811	ENST00000368586
TTC5	ENSG00000136319	ENST00000258821
TTC6	ENSG00000139865	ENST00000478811
TTC7A	ENSG00000068724	ENST00000394850
TTC7B	ENSG00000165914	ENST00000328459
TTC9	ENSG00000133985	ENST00000256367
TTC9B	ENSG00000174521	ENST00000311308
TTC9C	ENSG00000162222	ENST00000316461
TTF1	ENSG00000125482	ENST00000334270
TTF2	ENSG00000116830	ENST00000369466
TTI1	ENSG00000101407	ENST00000373448
TTK	ENSG00000112742	ENST00000369798
TTL	ENSG00000114999	ENST00000233336
TTLL1	ENSG00000100271	ENST00000266254
TTLL10	ENSG00000162571	ENST00000379290
TTLL11	ENSG00000175764	ENST00000321582
TTLL12	ENSG00000100304	ENST00000216129
TTLL2	ENSG00000120440	ENST00000239587
TTLL3	ENSG00000214021	ENST00000426895
TTLL4	ENSG00000135912	ENST00000392102
TTLL5	ENSG00000119685	ENST00000298832
TTLL6	ENSG00000170703	ENST00000393382
TTLL7	ENSG00000137941	ENST00000260505
TTLL8	ENSG00000138892	ENST00000433387
TTLL9	ENSG00000131044	ENST00000535842
TTN	ENSG00000155657	ENST00000589042
TTPA	ENSG00000137561	ENST00000260116
TTPAL	ENSG00000124120	ENST00000372904
TTR	ENSG00000118271	ENST00000237014
TTYH1	ENSG00000167614	ENST00000376531
TTYH2	ENSG00000141540	ENST00000269346
TTYH3	ENSG00000136295	ENST00000258796
TUB	ENSG00000166402	ENST00000305253
TUBA1A	ENSG00000167552	ENST00000301071
TUBA1B	ENSG00000123416	ENST00000336023
TUBA1C	ENSG00000167553	ENST00000541364
TUBA3C	ENSG00000198033	ENST00000400113
TUBA3D	ENSG00000075886	ENST00000321253
TUBA3E	ENSG00000152086	ENST00000312988
TUBA4A	ENSG00000127824	ENST00000248437
TUBA4B	ENSG00000243910	ENST00000490341
TUBA8	ENSG00000183785	ENST00000330423
TUBAL3	ENSG00000178462	ENST00000380419
TUBB	ENSG00000196230	ENST00000327892
TUBB1	ENSG00000101162	ENST00000217133
TUBB2A	ENSG00000137267	ENST00000333628
TUBB2B	ENSG00000137285	ENST00000259818
TUBB3	ENSG00000258947	ENST00000315491
TUBB4A	ENSG00000104833	ENST00000264071
TUBB4B	ENSG00000188229	ENST00000340384
TUBB6	ENSG00000176014	ENST00000317702
TUBB8P7	ENSG00000261812	ENST00000564451
TUBD1	ENSG00000108423	ENST00000325752
TUBE1	ENSG00000074935	ENST00000368662
TUBG1	ENSG00000131462	ENST00000251413
TUBG2	ENSG00000037042	ENST00000251412
TUBGCP2	ENSG00000130640	ENST00000543663
TUBGCP3	ENSG00000126216	ENST00000261965
TUBGCP4	ENSG00000137822	ENST00000260383
TUBGCP6	ENSG00000128159	ENST00000248846
TUFM	ENSG00000178952	ENST00000313511
TUFT1	ENSG00000143367	ENST00000368849
TULP1	ENSG00000112041	ENST00000229771
TULP2	ENSG00000104804	ENST00000221399
TULP3	ENSG00000078246	ENST00000397132
TULP4	ENSG00000130338	ENST00000367097
TUSC1	ENSG00000198680	ENST00000358022
TUSC2	ENSG00000114383	ENST00000232496
TUSC3	ENSG00000104723	ENST00000503731
TUSC5	ENSG00000184811	ENST00000333813
TUT1	ENSG00000149016	ENST00000308436
TVP23A	ENSG00000166676	ENST00000299866
TVP23B	ENSG00000171928	ENST00000307767
TVP23C	ENSG00000175106	ENST00000225576
TVP23C-CDRT4	ENSG00000259024	ENST00000522212
TWF1	ENSG00000151239	ENST00000548315
TWF2	ENSG00000247596	ENST00000305533
TWIST1	ENSG00000122691	ENST00000242261
TWISTNB	ENSG00000105849	ENST00000222567
TWSG1	ENSG00000128791	ENST00000262120
TXK	ENSG00000074966	ENST00000264316
TXLNA	ENSG00000084652	ENST00000373609
TXLNB	ENSG00000164440	ENST00000358430
TXLNG	ENSG00000086712	ENST00000380122
TXN	ENSG00000136810	ENST00000374517
TXN2	ENSG00000100348	ENST00000216185
TXNDC11	ENSG00000153066	ENST00000356957
TXNDC12	ENSG00000117862	ENST00000371626
TXNDC15	ENSG00000113621	ENST00000358387
TXNDC16	ENSG00000087301	ENST00000281741
TXNDC17	ENSG00000129235	ENST00000250101
TXNDC2	ENSG00000168454	ENST00000306084
TXNDC5	ENSG00000239264	ENST00000379757
TXNDC8	ENSG00000204193	ENST00000374510
TXNDC9	ENSG00000115514	ENST00000264255
TXNL1	ENSG00000091164	ENST00000217515
TXNL4A	ENSG00000141759	ENST00000269601
TXNL4B	ENSG00000140830	ENST00000268483
TXNRD1	ENSG00000198431	ENST00000525566
TXNRD2	ENSG00000184470	ENST00000400521
TXNRD3	ENSG00000197763	ENST00000524230
TXNRD3NB	ENSG00000206483	ENST00000404489
TYK2	ENSG00000105397	ENST00000525621
TYMP	ENSG00000025708	ENST00000395681
TYMS	ENSG00000176890	ENST00000323274
TYR	ENSG00000077498	ENST00000263321
TYRO3	ENSG00000092445	ENST00000263798
TYROBP	ENSG00000011600	ENST00000262629
TYRP1	ENSG00000107165	ENST00000388918
TYSND1	ENSG00000156521	ENST00000287078
TYW1	ENSG00000198874	ENST00000359626
TYW3	ENSG00000162623	ENST00000370867
TYW5	ENSG00000162971	ENST00000354611
U2AF1	ENSG00000160201	ENST00000291552
U2AF1L4	ENSG00000161265	ENST00000292879
U2AF2	ENSG00000063244	ENST00000308924
U2SURP	ENSG00000163714	ENST00000473835
UACA	ENSG00000137831	ENST00000322954
UAP1	ENSG00000117143	ENST00000367926
UAP1L1	ENSG00000197355	ENST00000409858
UBA1	ENSG00000130985	ENST00000335972
UBA2	ENSG00000126261	ENST00000246548
UBA3	ENSG00000144744	ENST00000361055
UBA5	ENSG00000081307	ENST00000356232
UBA52	ENSG00000221983	ENST00000442744
UBA6	ENSG00000033178	ENST00000322244
UBA7	ENSG00000182179	ENST00000333486
UBAC1	ENSG00000130560	ENST00000371756
UBAC2	ENSG00000134882	ENST00000403766
UBALD1	ENSG00000153443	ENST00000283474
UBALD2	ENSG00000185262	ENST00000327490
UBAP1L	ENSG00000246922	ENST00000559089
UBAP2	ENSG00000137073	ENST00000379238
UBAP2L	ENSG00000143569	ENST00000428931
UBASH3A	ENSG00000160185	ENST00000319294
UBASH3B	ENSG00000154127	ENST00000284273
UBB	ENSG00000170315	ENST00000302182
UBC	ENSG00000150991	ENST00000536769
UBD	ENSG00000213886	ENST00000377050
UBE2A	ENSG00000077721	ENST00000371558
UBE2B	ENSG00000119048	ENST00000265339
UBE2C	ENSG00000175063	ENST00000356455
UBE2D1	ENSG00000072401	ENST00000373910
UBE2D2	ENSG00000131508	ENST00000398733
UBE2D3	ENSG00000109332	ENST00000357194
UBE2D4	ENSG00000078967	ENST00000222402
UBE2E1	ENSG00000170142	ENST00000306627
UBE2E2	ENSG00000182247	ENST00000396703
UBE2E3	ENSG00000170035	ENST00000410062
UBE2F-SCLY	ENSG00000258984	ENST00000449191
UBE2G1	ENSG00000132388	ENST00000396981
UBE2G2	ENSG00000184787	ENST00000345496
UBE2H	ENSG00000186591	ENST00000355621
UBE2I	ENSG00000103275	ENST00000355803
UBE2J1	ENSG00000198833	ENST00000435041
UBE2J2	ENSG00000160087	ENST00000400930
UBE2K	ENSG00000078140	ENST00000261427
UBE2L3	ENSG00000185651	ENST00000458578
UBE2L6	ENSG00000156587	ENST00000287156
UBE2M	ENSG00000130725	ENST00000253023
UBE2N	ENSG00000177889	ENST00000318066
UBE2O	ENSG00000175931	ENST00000319380
UBE2Q1	ENSG00000160714	ENST00000292211
UBE2Q2	ENSG00000140367	ENST00000267938
UBE2Q2L	ENSG00000259511	ENST00000558195
UBE2QL1	ENSG00000215218	ENST00000399816
UBE2R2	ENSG00000107341	ENST00000263228
UBE2S	ENSG00000108106	ENST00000264552
UBE2T	ENSG00000077152	ENST00000367274
UBE2U	ENSG00000177414	ENST00000371076
UBE2V1	ENSG00000244687	ENST00000340309
UBE2V2	ENSG00000169139	ENST00000523111
UBE2W	ENSG00000104343	ENST00000419880
UBE2Z	ENSG00000159202	ENST00000360943
UBE3A	ENSG00000114062	ENST00000397954
UBE3B	ENSG00000151148	ENST00000342494
UBE3C	ENSG00000009335	ENST00000348165
UBE3D	ENSG00000118420	ENST00000369747
UBE4A	ENSG00000110344	ENST00000431736
UBE4B	ENSG00000130939	ENST00000343090
UBFD1	ENSG00000103353	ENST00000395878
UBIAD1	ENSG00000120942	ENST00000376810
UBL3	ENSG00000122042	ENST00000380680
UBL4A	ENSG00000102178	ENST00000369660
UBL4B	ENSG00000186150	ENST00000334179
UBL5	ENSG00000198258	ENST00000358666
UBL7	ENSG00000138629	ENST00000567435
UBLCP1	ENSG00000164332	ENST00000296786
UBN1	ENSG00000118900	ENST00000396658
UBN2	ENSG00000157741	ENST00000473989
UBOX5	ENSG00000185019	ENST00000217173
UBP1	ENSG00000153560	ENST00000283629
UBQLN1	ENSG00000135018	ENST00000376395
UBQLN2	ENSG00000188021	ENST00000338222
UBQLN3	ENSG00000175520	ENST00000311659
UBQLN4	ENSG00000160803	ENST00000368309
UBQLNL	ENSG00000175518	ENST00000380184
UBR1	ENSG00000159459	ENST00000290650
UBR2	ENSG00000024048	ENST00000372899
UBR3	ENSG00000144357	ENST00000418381
UBR4	ENSG00000127481	ENST00000375254
UBR5	ENSG00000104517	ENST00000520539
UBR7	ENSG00000012963	ENST00000013070
UBTD1	ENSG00000165886	ENST00000370664
UBTD2	ENSG00000168246	ENST00000393792
UBTF	ENSG00000108312	ENST00000302904
UBTFL1	ENSG00000255009	ENST00000530464
UBXN1	ENSG00000162191	ENST00000294119
UBXN10	ENSG00000162543	ENST00000375099
UBXN11	ENSG00000158062	ENST00000374222
UBXN2A	ENSG00000173960	ENST00000309033
UBXN2B	ENSG00000215114	ENST00000399598
UBXN4	ENSG00000144224	ENST00000272638
UBXN6	ENSG00000167671	ENST00000301281
UBXN7	ENSG00000163960	ENST00000296328
UBXN8	ENSG00000104691	ENST00000265616
UCHL1	ENSG00000154277	ENST00000284440
UCHL3	ENSG00000118939	ENST00000377595
UCHL5	ENSG00000116750	ENST00000367455
UCK1	ENSG00000130717	ENST00000372211
UCK2	ENSG00000143179	ENST00000367879
UCKL1	ENSG00000198276	ENST00000354216
UCMA	ENSG00000165623	ENST00000378681
UCN	ENSG00000163794	ENST00000296099
UCN2	ENSG00000145040	ENST00000273610
UCN3	ENSG00000178473	ENST00000380433
UCP1	ENSG00000109424	ENST00000262999
UCP2	ENSG00000175567	ENST00000310473
UCP3	ENSG00000175564	ENST00000314032
UEVLD	ENSG00000151116	ENST00000396197
UFC1	ENSG00000143222	ENST00000368003
UFD1L	ENSG00000070010	ENST00000263202
UFL1	ENSG00000014123	ENST00000369278
UFM1	ENSG00000120686	ENST00000379649
UFSP1	ENSG00000176125	ENST00000388761
UFSP2	ENSG00000109775	ENST00000264689
UGCG	ENSG00000148154	ENST00000374279
UGDH	ENSG00000109814	ENST00000316423
UGGT1	ENSG00000136731	ENST00000259253
UGGT2	ENSG00000102595	ENST00000376747
UGP2	ENSG00000169764	ENST00000337130
UGT1A10	ENSG00000242515	ENST00000344644
UGT1A3	ENSG00000243135	ENST00000482026
UGT1A4	ENSG00000244474	ENST00000373409
UGT1A5	ENSG00000240224	ENST00000373414
UGT1A6	ENSG00000167165	ENST00000305139
UGT1A7	ENSG00000244122	ENST00000373426
UGT1A9	ENSG00000241119	ENST00000354728
UGT2A2	ENSG00000271271	ENST00000604629
UGT2A3	ENSG00000135220	ENST00000251566
UGT2B10	ENSG00000109181	ENST00000265403
UGT2B11	ENSG00000213759	ENST00000446444
UGT2B15	ENSG00000196620	ENST00000338206
UGT2B17	ENSG00000197888	ENST00000317746
UGT2B28	ENSG00000135226	ENST00000335568
UGT2B4	ENSG00000156096	ENST00000305107
UGT2B7	ENSG00000171234	ENST00000305231
UGT3A1	ENSG00000145626	ENST00000274278
UGT3A2	ENSG00000168671	ENST00000282507
UGT8	ENSG00000174607	ENST00000310836
UHMK1	ENSG00000152332	ENST00000489294
UHRF1BP1	ENSG00000065060	ENST00000192788
UHRF1BP1L	ENSG00000111647	ENST00000279907
UHRF2	ENSG00000147854	ENST00000276893
UIMC1	ENSG00000087206	ENST00000377227
ULBP1	ENSG00000111981	ENST00000229708
ULBP2	ENSG00000131015	ENST00000367351
ULBP3	ENSG00000131019	ENST00000367339
ULK1	ENSG00000177169	ENST00000321867
ULK2	ENSG00000083290	ENST00000395544
ULK3	ENSG00000140474	ENST00000440863
ULK4	ENSG00000168038	ENST00000301831
UMOD	ENSG00000169344	ENST00000396134
UMODL1	ENSG00000177398	ENST00000408989
UMPS	ENSG00000114491	ENST00000232607
UNC119	ENSG00000109103	ENST00000335765
UNC119B	ENSG00000175970	ENST00000344651
UNC13A	ENSG00000130477	ENST00000519716
UNC13B	ENSG00000198722	ENST00000378495
UNC13C	ENSG00000137766	ENST00000260323
UNC13D	ENSG00000092929	ENST00000207549
UNC45A	ENSG00000140553	ENST00000418476
UNC45B	ENSG00000141161	ENST00000268876
UNC50	ENSG00000115446	ENST00000357765
UNC5A	ENSG00000113763	ENST00000329542
UNC5B	ENSG00000107731	ENST00000335350
UNC5C	ENSG00000182168	ENST00000453304
UNC5CL	ENSG00000124602	ENST00000244565
UNC5D	ENSG00000156687	ENST00000404895
UNC79	ENSG00000133958	ENST00000256339
UNC80	ENSG00000144406	ENST00000439458
UNC93A	ENSG00000112494	ENST00000230256
UNC93B1	ENSG00000110057	ENST00000227471
UNCX	ENSG00000164853	ENST00000316333
UNG	ENSG00000076248	ENST00000242576
UNK	ENSG00000132478	ENST00000589666
UNKL	ENSG00000059145	ENST00000301712
UPB1	ENSG00000100024	ENST00000326010
UPF1	ENSG00000005007	ENST00000599848
UPF2	ENSG00000151461	ENST00000356352
UPF3A	ENSG00000169062	ENST00000375299
UPF3B	ENSG00000125351	ENST00000276201
UPK1B	ENSG00000114638	ENST00000264234
UPK2	ENSG00000110375	ENST00000264031
