hugo_symbol	ensembl_gene_id	canonical_transcript
IL1RL1	ENSG00000115602	ENST00000233954
IL1RL2	ENSG00000115598	ENST00000264257
IL1RN	ENSG00000136689	ENST00000259206
IL2	ENSG00000109471	ENST00000226730
IL20	ENSG00000162891	ENST00000367098
IL20RA	ENSG00000016402	ENST00000316649
IL20RB	ENSG00000174564	ENST00000329582
IL21	ENSG00000138684	ENST00000264497
IL21R	ENSG00000103522	ENST00000337929
IL22	ENSG00000127318	ENST00000538666
IL22RA1	ENSG00000142677	ENST00000270800
IL22RA2	ENSG00000164485	ENST00000296980
IL23A	ENSG00000110944	ENST00000228534
IL23R	ENSG00000162594	ENST00000347310
IL24	ENSG00000162892	ENST00000391929
IL25	ENSG00000166090	ENST00000329715
IL26	ENSG00000111536	ENST00000229134
IL27	ENSG00000197272	ENST00000356897
IL27RA	ENSG00000104998	ENST00000263379
IL2RA	ENSG00000134460	ENST00000379959
IL2RB	ENSG00000100385	ENST00000216223
IL2RG	ENSG00000147168	ENST00000374202
IL3	ENSG00000164399	ENST00000296870
IL31	ENSG00000204671	ENST00000377035
IL31RA	ENSG00000164509	ENST00000447346
IL32	ENSG00000008517	ENST00000534507
IL33	ENSG00000137033	ENST00000381434
IL34	ENSG00000157368	ENST00000429149
IL36A	ENSG00000136694	ENST00000259211
IL36B	ENSG00000136696	ENST00000259213
IL36G	ENSG00000136688	ENST00000259205
IL36RN	ENSG00000136695	ENST00000393200
IL37	ENSG00000125571	ENST00000263326
IL3RA	ENSG00000185291	ENST00000331035
IL4	ENSG00000113520	ENST00000231449
IL4I1	ENSG00000104951	ENST00000595948
IL4R	ENSG00000077238	ENST00000395762
IL5	ENSG00000113525	ENST00000231454
IL5RA	ENSG00000091181	ENST00000446632
IL6	ENSG00000136244	ENST00000404625
IL6R	ENSG00000160712	ENST00000368485
IL6ST	ENSG00000134352	ENST00000381298
IL7	ENSG00000104432	ENST00000263851
IL7R	ENSG00000168685	ENST00000303115
IL8	ENSG00000169429	ENST00000307407
IL9	ENSG00000145839	ENST00000274520
IL9R	ENSG00000124334	ENST00000244174
ILDR1	ENSG00000145103	ENST00000344209
ILDR2	ENSG00000143195	ENST00000271417
ILF2	ENSG00000143621	ENST00000361891
ILF3	ENSG00000129351	ENST00000449870
ILK	ENSG00000166333	ENST00000396751
ILKAP	ENSG00000132323	ENST00000254654
ILVBL	ENSG00000105135	ENST00000263383
IMMP1L	ENSG00000148950	ENST00000278200
IMMP2L	ENSG00000184903	ENST00000405709
IMMT	ENSG00000132305	ENST00000410111
IMP3	ENSG00000177971	ENST00000314852
IMP4	ENSG00000136718	ENST00000259239
IMPA1	ENSG00000133731	ENST00000449740
IMPA2	ENSG00000141401	ENST00000269159
IMPACT	ENSG00000154059	ENST00000284202
IMPAD1	ENSG00000104331	ENST00000262644
IMPDH1	ENSG00000106348	ENST00000338791
IMPDH2	ENSG00000178035	ENST00000326739
IMPG1	ENSG00000112706	ENST00000369950
IMPG2	ENSG00000081148	ENST00000193391
INA	ENSG00000148798	ENST00000369849
INADL	ENSG00000132849	ENST00000371158
INCA1	ENSG00000196388	ENST00000574617
INCENP	ENSG00000149503	ENST00000394818
INF2	ENSG00000203485	ENST00000392634
ING1	ENSG00000153487	ENST00000375774
ING2	ENSG00000168556	ENST00000302327
ING3	ENSG00000071243	ENST00000315870
ING4	ENSG00000111653	ENST00000396807
ING5	ENSG00000168395	ENST00000313552
INHA	ENSG00000123999	ENST00000243786
INHBA	ENSG00000122641	ENST00000242208
INHBB	ENSG00000163083	ENST00000295228
INHBC	ENSG00000175189	ENST00000309668
INHBE	ENSG00000139269	ENST00000266646
INIP	ENSG00000148153	ENST00000374242
INMT	ENSG00000241644	ENST00000013222
INMT-FAM188B	ENSG00000254959	ENST00000458257
INO80	ENSG00000128908	ENST00000361937
INO80B	ENSG00000115274	ENST00000233331
INO80C	ENSG00000153391	ENST00000441607
INO80D	ENSG00000114933	ENST00000403263
INO80E	ENSG00000169592	ENST00000563197
INPP1	ENSG00000151689	ENST00000392329
INPP4A	ENSG00000040933	ENST00000074304
INPP4B	ENSG00000109452	ENST00000513000
INPP5A	ENSG00000068383	ENST00000368594
INPP5B	ENSG00000204084	ENST00000373024
INPP5D	ENSG00000168918	ENST00000445964
INPP5E	ENSG00000148384	ENST00000371712
INPP5F	ENSG00000198825	ENST00000361976
INPP5J	ENSG00000185133	ENST00000331075
INPP5K	ENSG00000132376	ENST00000421807
INPPL1	ENSG00000165458	ENST00000298229
INS	ENSG00000254647	ENST00000397262
INS-IGF2	ENSG00000129965	ENST00000397270
INSC	ENSG00000188487	ENST00000379554
INSIG1	ENSG00000186480	ENST00000340368
INSIG2	ENSG00000125629	ENST00000245787
INSL3	ENSG00000248099	ENST00000379695
INSL4	ENSG00000120211	ENST00000239316
INSL5	ENSG00000172410	ENST00000304526
INSL6	ENSG00000120210	ENST00000381641
INSM1	ENSG00000173404	ENST00000310227
INSM2	ENSG00000168348	ENST00000307169
INSR	ENSG00000171105	ENST00000302850
INSRR	ENSG00000027644	ENST00000368195
INTS1	ENSG00000164880	ENST00000404767
INTS10	ENSG00000104613	ENST00000397977
INTS12	ENSG00000138785	ENST00000451321
INTS2	ENSG00000108506	ENST00000444766
INTS3	ENSG00000143624	ENST00000318967
INTS4	ENSG00000149262	ENST00000534064
INTS5	ENSG00000185085	ENST00000330574
INTS6	ENSG00000102786	ENST00000311234
INTS7	ENSG00000143493	ENST00000366994
INTS8	ENSG00000164941	ENST00000523731
INTS9	ENSG00000104299	ENST00000521022
INTU	ENSG00000164066	ENST00000335251
INVS	ENSG00000119509	ENST00000262457
IP6K2	ENSG00000068745	ENST00000328631
IP6K3	ENSG00000161896	ENST00000451316
IPCEF1	ENSG00000074706	ENST00000422970
IPMK	ENSG00000151151	ENST00000373935
IPO11	ENSG00000086200	ENST00000409296
IPO13	ENSG00000117408	ENST00000372343
IPO4	ENSG00000196497	ENST00000354464
IPO5	ENSG00000065150	ENST00000261574
IPO7	ENSG00000205339	ENST00000379719
IPO8	ENSG00000133704	ENST00000256079
IPO9	ENSG00000198700	ENST00000361565
IPP	ENSG00000197429	ENST00000396478
IPPK	ENSG00000127080	ENST00000287996
IQCA1	ENSG00000132321	ENST00000431676
IQCB1	ENSG00000173226	ENST00000310864
IQCC	ENSG00000160051	ENST00000537469
IQCD	ENSG00000166578	ENST00000299732
IQCE	ENSG00000106012	ENST00000476665
IQCF1	ENSG00000173389	ENST00000310914
IQCF2	ENSG00000184345	ENST00000333127
IQCF3	ENSG00000229972	ENST00000456080
IQCF5	ENSG00000214681	ENST00000446461
IQCF6	ENSG00000214686	ENST00000398780
IQCG	ENSG00000114473	ENST00000265239
IQCH	ENSG00000103599	ENST00000335894
IQCJ	ENSG00000214216	ENST00000451172
IQCJ-SCHIP1	ENSG00000250588	ENST00000485419
IQCK	ENSG00000174628	ENST00000320394
IQGAP1	ENSG00000140575	ENST00000268182
IQGAP2	ENSG00000145703	ENST00000274364
IQGAP3	ENSG00000183856	ENST00000361170
IQSEC2	ENSG00000124313	ENST00000396435
IQSEC3	ENSG00000120645	ENST00000538872
IQUB	ENSG00000164675	ENST00000466202
IRAK1	ENSG00000184216	ENST00000369980
IRAK1BP1	ENSG00000146243	ENST00000369940
IRAK2	ENSG00000134070	ENST00000256458
IRAK3	ENSG00000090376	ENST00000261233
IREB2	ENSG00000136381	ENST00000258886
IRF1	ENSG00000125347	ENST00000245414
IRF2	ENSG00000168310	ENST00000393593
IRF2BP1	ENSG00000170604	ENST00000302165
IRF2BP2	ENSG00000168264	ENST00000366609
IRF2BPL	ENSG00000119669	ENST00000238647
IRF3	ENSG00000126456	ENST00000601291
IRF4	ENSG00000137265	ENST00000380956
IRF5	ENSG00000128604	ENST00000357234
IRF6	ENSG00000117595	ENST00000367021
IRF7	ENSG00000185507	ENST00000397566
IRF8	ENSG00000140968	ENST00000268638
IRF9	ENSG00000213928	ENST00000396864
IRG1	ENSG00000102794	ENST00000377462
IRGC	ENSG00000124449	ENST00000244314
IRGM	ENSG00000237693	ENST00000522154
IRGQ	ENSG00000167378	ENST00000422989
IRS1	ENSG00000169047	ENST00000305123
IRS2	ENSG00000185950	ENST00000375856
IRS4	ENSG00000133124	ENST00000372129
IRX1	ENSG00000170549	ENST00000302006
IRX2	ENSG00000170561	ENST00000382611
IRX3	ENSG00000177508	ENST00000329734
IRX5	ENSG00000176842	ENST00000394636
IRX6	ENSG00000159387	ENST00000290552
ISCA1	ENSG00000135070	ENST00000375991
ISCA2	ENSG00000165898	ENST00000556816
ISCU	ENSG00000136003	ENST00000311893
ISG15	ENSG00000187608	ENST00000379389
ISG20	ENSG00000172183	ENST00000306072
ISG20L2	ENSG00000143319	ENST00000313146
ISL1	ENSG00000016082	ENST00000230658
ISL2	ENSG00000159556	ENST00000290759
ISLR	ENSG00000129009	ENST00000249842
ISLR2	ENSG00000167178	ENST00000361742
ISM1	ENSG00000101230	ENST00000262487
ISM2	ENSG00000100593	ENST00000342219
ISOC1	ENSG00000066583	ENST00000173527
ISOC2	ENSG00000063241	ENST00000085068
ISPD	ENSG00000214960	ENST00000407010
IST1	ENSG00000182149	ENST00000535424
ISX	ENSG00000175329	ENST00000308700
ISY1	ENSG00000240682	ENST00000273541
ISY1-RAB43	ENSG00000261796	ENST00000418265
ISYNA1	ENSG00000105655	ENST00000338128
ITFG1	ENSG00000129636	ENST00000320640
ITFG2	ENSG00000111203	ENST00000228799
ITFG3	ENSG00000167930	ENST00000399932
ITGA1	ENSG00000213949	ENST00000282588
ITGA10	ENSG00000143127	ENST00000369304
ITGA11	ENSG00000137809	ENST00000315757
ITGA2	ENSG00000164171	ENST00000296585
ITGA2B	ENSG00000005961	ENST00000262407
ITGA3	ENSG00000005884	ENST00000007722
ITGA4	ENSG00000115232	ENST00000397033
ITGA5	ENSG00000161638	ENST00000293379
ITGA6	ENSG00000091409	ENST00000409080
ITGA7	ENSG00000135424	ENST00000553804
ITGA8	ENSG00000077943	ENST00000378076
ITGA9	ENSG00000144668	ENST00000264741
ITGAD	ENSG00000156886	ENST00000389202
ITGAE	ENSG00000083457	ENST00000263087
ITGAL	ENSG00000005844	ENST00000356798
ITGAM	ENSG00000169896	ENST00000544665
ITGAV	ENSG00000138448	ENST00000261023
ITGAX	ENSG00000140678	ENST00000562522
ITGB1	ENSG00000150093	ENST00000396033
ITGB1BP1	ENSG00000119185	ENST00000360635
ITGB1BP2	ENSG00000147166	ENST00000373829
ITGB2	ENSG00000160255	ENST00000397850
ITGB3	ENSG00000259207	ENST00000559488
ITGB3BP	ENSG00000142856	ENST00000371092
ITGB4	ENSG00000132470	ENST00000200181
ITGB5	ENSG00000082781	ENST00000296181
ITGB6	ENSG00000115221	ENST00000283249
ITGB7	ENSG00000139626	ENST00000267082
ITGB8	ENSG00000105855	ENST00000222573
ITGBL1	ENSG00000198542	ENST00000376180
ITIH1	ENSG00000055957	ENST00000273283
ITIH2	ENSG00000151655	ENST00000358415
ITIH3	ENSG00000162267	ENST00000449956
ITIH4	ENSG00000055955	ENST00000266041
ITIH5	ENSG00000123243	ENST00000397146
ITIH6	ENSG00000102313	ENST00000218436
ITK	ENSG00000113263	ENST00000422843
ITLN1	ENSG00000179914	ENST00000326245
ITLN2	ENSG00000158764	ENST00000368029
ITM2A	ENSG00000078596	ENST00000373298
ITM2B	ENSG00000136156	ENST00000378565
ITM2C	ENSG00000135916	ENST00000326427
ITPA	ENSG00000125877	ENST00000380113
ITPK1	ENSG00000100605	ENST00000267615
ITPKA	ENSG00000137825	ENST00000260386
ITPKB	ENSG00000143772	ENST00000429204
ITPKC	ENSG00000086544	ENST00000263370
ITPR1	ENSG00000150995	ENST00000302640
ITPR2	ENSG00000123104	ENST00000381340
ITPR3	ENSG00000096433	ENST00000374316
ITPRIP	ENSG00000148841	ENST00000278071
ITPRIPL1	ENSG00000198885	ENST00000361124
ITPRIPL2	ENSG00000205730	ENST00000381440
ITSN1	ENSG00000205726	ENST00000381318
ITSN2	ENSG00000198399	ENST00000355123
IVD	ENSG00000128928	ENST00000487418
IVL	ENSG00000163207	ENST00000368764
IVNS1ABP	ENSG00000116679	ENST00000367498
IWS1	ENSG00000163166	ENST00000295321
IYD	ENSG00000009765	ENST00000229447
IZUMO1	ENSG00000182264	ENST00000332955
IZUMO2	ENSG00000161652	ENST00000293405
IZUMO3	ENSG00000205442	ENST00000604921
IZUMO4	ENSG00000099840	ENST00000395301
JADE1	ENSG00000077684	ENST00000226319
JADE2	ENSG00000043143	ENST00000282605
JAG1	ENSG00000101384	ENST00000254958
JAG2	ENSG00000184916	ENST00000331782
JAGN1	ENSG00000171135	ENST00000307768
JAK1	ENSG00000162434	ENST00000342505
JAK2	ENSG00000096968	ENST00000381652
JAK3	ENSG00000105639	ENST00000458235
JAKMIP1	ENSG00000152969	ENST00000409021
JAKMIP3	ENSG00000188385	ENST00000298622
JAM2	ENSG00000154721	ENST00000400532
JAM3	ENSG00000166086	ENST00000299106
JARID2	ENSG00000008083	ENST00000341776
JAZF1	ENSG00000153814	ENST00000283928
JDP2	ENSG00000140044	ENST00000267569
JKAMP	ENSG00000050130	ENST00000554271
JMJD1C	ENSG00000171988	ENST00000399262
JMJD4	ENSG00000081692	ENST00000366758
JMJD6	ENSG00000070495	ENST00000445478
JMJD7	ENSG00000243789	ENST00000397299
JMJD7-PLA2G4B	ENSG00000168970	ENST00000382448
JMJD8	ENSG00000161999	ENST00000412368
JMY	ENSG00000152409	ENST00000396137
JOSD1	ENSG00000100221	ENST00000216039
JOSD2	ENSG00000161677	ENST00000598418
JPH1	ENSG00000104369	ENST00000342232
JPH2	ENSG00000149596	ENST00000372980
JPH3	ENSG00000154118	ENST00000284262
JPH4	ENSG00000092051	ENST00000397118
JRKL	ENSG00000183340	ENST00000332349
JSRP1	ENSG00000167476	ENST00000300961
JTB	ENSG00000143543	ENST00000271843
JUN	ENSG00000177606	ENST00000371222
JUNB	ENSG00000171223	ENST00000302754
JUND	ENSG00000130522	ENST00000252818
JUP	ENSG00000173801	ENST00000393931
KAAG1	ENSG00000146049	ENST00000274766
KAL1	ENSG00000011201	ENST00000262648
KALRN	ENSG00000160145	ENST00000240874
KANK2	ENSG00000197256	ENST00000589359
KANK3	ENSG00000186994	ENST00000330915
KANK4	ENSG00000132854	ENST00000371153
KANSL1	ENSG00000120071	ENST00000262419
KANSL1L	ENSG00000144445	ENST00000281772
KANSL2	ENSG00000139620	ENST00000420613
KANSL3	ENSG00000114982	ENST00000431828
KARS	ENSG00000065427	ENST00000319410
KAT2A	ENSG00000108773	ENST00000225916
KAT2B	ENSG00000114166	ENST00000263754
KAT5	ENSG00000172977	ENST00000341318
KAT6A	ENSG00000083168	ENST00000396930
KAT6B	ENSG00000156650	ENST00000287239
KAT7	ENSG00000136504	ENST00000259021
KAT8	ENSG00000103510	ENST00000448516
KATNA1	ENSG00000186625	ENST00000367411
KATNAL1	ENSG00000102781	ENST00000380615
KATNAL2	ENSG00000167216	ENST00000245121
KATNB1	ENSG00000140854	ENST00000379661
KATNBL1	ENSG00000134152	ENST00000256544
KAZALD1	ENSG00000107821	ENST00000370200
KAZN	ENSG00000189337	ENST00000376030
KBTBD11	ENSG00000176595	ENST00000320248
KBTBD12	ENSG00000187715	ENST00000405109
KBTBD13	ENSG00000234438	ENST00000432196
KBTBD2	ENSG00000170852	ENST00000304056
KBTBD3	ENSG00000182359	ENST00000526793
KBTBD4	ENSG00000123444	ENST00000430070
KBTBD6	ENSG00000165572	ENST00000379485
KBTBD7	ENSG00000120696	ENST00000379483
KBTBD8	ENSG00000163376	ENST00000417314
KCMF1	ENSG00000176407	ENST00000409785
KCNA1	ENSG00000111262	ENST00000382545
KCNA10	ENSG00000143105	ENST00000369771
KCNA3	ENSG00000177272	ENST00000369769
KCNA4	ENSG00000182255	ENST00000328224
KCNA5	ENSG00000130037	ENST00000252321
KCNA6	ENSG00000151079	ENST00000280684
KCNA7	ENSG00000104848	ENST00000221444
KCNAB1	ENSG00000169282	ENST00000490337
KCNAB2	ENSG00000069424	ENST00000378083
KCNAB3	ENSG00000170049	ENST00000303790
KCNB1	ENSG00000158445	ENST00000371741
KCNB2	ENSG00000182674	ENST00000523207
KCNC1	ENSG00000129159	ENST00000265969
KCNC2	ENSG00000166006	ENST00000549446
KCNC3	ENSG00000131398	ENST00000477616
KCNC4	ENSG00000116396	ENST00000369787
KCND1	ENSG00000102057	ENST00000218176
KCND2	ENSG00000184408	ENST00000331113
KCND3	ENSG00000171385	ENST00000315987
KCNE1	ENSG00000180509	ENST00000337385
KCNE1L	ENSG00000176076	ENST00000372101
KCNE2	ENSG00000159197	ENST00000290310
KCNE3	ENSG00000175538	ENST00000310128
KCNE4	ENSG00000152049	ENST00000281830
KCNF1	ENSG00000162975	ENST00000295082
KCNG1	ENSG00000026559	ENST00000371571
KCNG2	ENSG00000178342	ENST00000316249
KCNG3	ENSG00000171126	ENST00000306078
KCNG4	ENSG00000168418	ENST00000308251
KCNH1	ENSG00000143473	ENST00000271751
KCNH2	ENSG00000055118	ENST00000262186
KCNH3	ENSG00000135519	ENST00000257981
KCNH4	ENSG00000089558	ENST00000264661
KCNH5	ENSG00000140015	ENST00000322893
KCNH6	ENSG00000173826	ENST00000583023
KCNH7	ENSG00000184611	ENST00000332142
KCNH8	ENSG00000183960	ENST00000328405
KCNIP1	ENSG00000182132	ENST00000434108
KCNIP2	ENSG00000120049	ENST00000461105
KCNIP3	ENSG00000115041	ENST00000295225
KCNIP4	ENSG00000185774	ENST00000382152
KCNJ1	ENSG00000151704	ENST00000392664
KCNJ10	ENSG00000177807	ENST00000368089
KCNJ11	ENSG00000187486	ENST00000339994
KCNJ12	ENSG00000184185	ENST00000583088
KCNJ13	ENSG00000115474	ENST00000233826
KCNJ14	ENSG00000182324	ENST00000391884
KCNJ15	ENSG00000157551	ENST00000328656
KCNJ16	ENSG00000153822	ENST00000585558
KCNJ2	ENSG00000123700	ENST00000243457
KCNJ3	ENSG00000162989	ENST00000295101
KCNJ4	ENSG00000168135	ENST00000303592
KCNJ5	ENSG00000120457	ENST00000529694
KCNJ6	ENSG00000157542	ENST00000609713
KCNJ8	ENSG00000121361	ENST00000240662
KCNJ9	ENSG00000162728	ENST00000368088
KCNK1	ENSG00000135750	ENST00000366621
KCNK10	ENSG00000100433	ENST00000319231
KCNK12	ENSG00000184261	ENST00000327876
KCNK13	ENSG00000152315	ENST00000282146
KCNK15	ENSG00000124249	ENST00000372861
KCNK16	ENSG00000095981	ENST00000425054
KCNK17	ENSG00000124780	ENST00000373231
KCNK18	ENSG00000186795	ENST00000334549
KCNK2	ENSG00000082482	ENST00000444842
KCNK3	ENSG00000171303	ENST00000302909
KCNK4	ENSG00000182450	ENST00000539216
KCNK5	ENSG00000164626	ENST00000359534
KCNK6	ENSG00000099337	ENST00000263372
KCNK7	ENSG00000173338	ENST00000340313
KCNK9	ENSG00000169427	ENST00000520439
KCNMA1	ENSG00000156113	ENST00000286628
KCNMB1	ENSG00000145936	ENST00000274629
KCNMB2	ENSG00000197584	ENST00000432997
KCNMB3	ENSG00000171121	ENST00000314235
KCNMB4	ENSG00000135643	ENST00000258111
KCNN1	ENSG00000105642	ENST00000222249
KCNN2	ENSG00000080709	ENST00000512097
KCNN4	ENSG00000104783	ENST00000262888
KCNQ1	ENSG00000053918	ENST00000155840
KCNQ2	ENSG00000075043	ENST00000359125
KCNQ3	ENSG00000184156	ENST00000388996
KCNQ4	ENSG00000117013	ENST00000347132
KCNQ5	ENSG00000185760	ENST00000342056
KCNRG	ENSG00000198553	ENST00000312942
KCNS1	ENSG00000124134	ENST00000306117
KCNS2	ENSG00000156486	ENST00000287042
KCNS3	ENSG00000170745	ENST00000403915
KCNT1	ENSG00000107147	ENST00000371757
KCNT2	ENSG00000162687	ENST00000294725
KCNU1	ENSG00000215262	ENST00000399881
KCNV1	ENSG00000164794	ENST00000524391
KCNV2	ENSG00000168263	ENST00000382082
KCTD1	ENSG00000134504	ENST00000408011
KCTD10	ENSG00000110906	ENST00000228495
KCTD11	ENSG00000213859	ENST00000333751
KCTD12	ENSG00000178695	ENST00000377474
KCTD13	ENSG00000174943	ENST00000568000
KCTD14	ENSG00000151364	ENST00000353172
KCTD15	ENSG00000153885	ENST00000430256
KCTD16	ENSG00000183775	ENST00000507359
KCTD17	ENSG00000100379	ENST00000403888
KCTD18	ENSG00000155729	ENST00000359878
KCTD19	ENSG00000168676	ENST00000304372
KCTD2	ENSG00000180901	ENST00000322444
KCTD20	ENSG00000112078	ENST00000373731
KCTD21	ENSG00000188997	ENST00000340067
KCTD3	ENSG00000136636	ENST00000259154
KCTD4	ENSG00000180332	ENST00000379108
KCTD5	ENSG00000167977	ENST00000301738
KCTD6	ENSG00000168301	ENST00000355076
KCTD7	ENSG00000243335	ENST00000275532
KCTD8	ENSG00000183783	ENST00000360029
KCTD9	ENSG00000104756	ENST00000221200
KDELC1	ENSG00000134901	ENST00000376004
KDELC2	ENSG00000178202	ENST00000323468
KDELR1	ENSG00000105438	ENST00000330720
KDELR2	ENSG00000136240	ENST00000258739
KDELR3	ENSG00000100196	ENST00000409006
KDM1A	ENSG00000004487	ENST00000400181
KDM1B	ENSG00000165097	ENST00000297792
KDM2A	ENSG00000173120	ENST00000529006
KDM2B	ENSG00000089094	ENST00000377071
KDM3A	ENSG00000115548	ENST00000409556
KDM3B	ENSG00000120733	ENST00000314358
KDM4A	ENSG00000066135	ENST00000372396
KDM4B	ENSG00000127663	ENST00000159111
KDM4C	ENSG00000107077	ENST00000381309
KDM4D	ENSG00000186280	ENST00000335080
KDM4E	ENSG00000235268	ENST00000450979
KDM5A	ENSG00000073614	ENST00000399788
KDM5B	ENSG00000117139	ENST00000367265
KDM5C	ENSG00000126012	ENST00000375401
KDM5D	ENSG00000012817	ENST00000317961
KDM6A	ENSG00000147050	ENST00000377967
KDM6B	ENSG00000132510	ENST00000254846
KDM7A	ENSG00000006459	ENST00000397560
KDM8	ENSG00000155666	ENST00000441782
KDR	ENSG00000128052	ENST00000263923
KDSR	ENSG00000119537	ENST00000406396
KEAP1	ENSG00000079999	ENST00000171111
KEL	ENSG00000197993	ENST00000355265
KERA	ENSG00000139330	ENST00000266719
KHDC1	ENSG00000135314	ENST00000370384
KHDC1L	ENSG00000256980	ENST00000370388
KHDC3L	ENSG00000203908	ENST00000370367
KHDRBS1	ENSG00000121774	ENST00000327300
KHDRBS2	ENSG00000112232	ENST00000281156
KHDRBS3	ENSG00000131773	ENST00000355849
KHK	ENSG00000138030	ENST00000260599
KHNYN	ENSG00000100441	ENST00000251343
KHSRP	ENSG00000088247	ENST00000398148
KIAA0020	ENSG00000080608	ENST00000397885
KIAA0040	ENSG00000235750	ENST00000545251
KIAA0100	ENSG00000007202	ENST00000528896
KIAA0101	ENSG00000166803	ENST00000300035
KIAA0141	ENSG00000081791	ENST00000432126
KIAA0195	ENSG00000177728	ENST00000314256
KIAA0196	ENSG00000164961	ENST00000318410
KIAA0226	ENSG00000145016	ENST00000296343
KIAA0226L	ENSG00000102445	ENST00000429979
KIAA0232	ENSG00000170871	ENST00000307659
KIAA0247	ENSG00000100647	ENST00000342745
KIAA0319	ENSG00000137261	ENST00000378214
KIAA0319L	ENSG00000142687	ENST00000325722
KIAA0355	ENSG00000166398	ENST00000299505
KIAA0368	ENSG00000136813	ENST00000259335
KIAA0391	ENSG00000100890	ENST00000534898
KIAA0408	ENSG00000189367	ENST00000483725
KIAA0430	ENSG00000166783	ENST00000396368
KIAA0513	ENSG00000135709	ENST00000566428
KIAA0556	ENSG00000047578	ENST00000261588
KIAA0586	ENSG00000100578	ENST00000354386
KIAA0753	ENSG00000198920	ENST00000361413
KIAA0825	ENSG00000185261	ENST00000329378
KIAA0895	ENSG00000164542	ENST00000297063
KIAA0895L	ENSG00000196123	ENST00000290881
KIAA0907	ENSG00000132680	ENST00000368321
KIAA0922	ENSG00000121210	ENST00000409959
KIAA0930	ENSG00000100364	ENST00000251993
KIAA0947	ENSG00000164151	ENST00000296564
KIAA1024	ENSG00000169330	ENST00000305428
KIAA1024L	ENSG00000186367	ENST00000564719
KIAA1045	ENSG00000122733	ENST00000242315
KIAA1107	ENSG00000069712	ENST00000370378
KIAA1109	ENSG00000138688	ENST00000264501
KIAA1143	ENSG00000163807	ENST00000296121
KIAA1147	ENSG00000257093	ENST00000536163
KIAA1161	ENSG00000164976	ENST00000297625
KIAA1191	ENSG00000122203	ENST00000298569
KIAA1210	ENSG00000250423	ENST00000402510
KIAA1211	ENSG00000109265	ENST00000504228
KIAA1211L	ENSG00000196872	ENST00000397899
KIAA1217	ENSG00000120549	ENST00000376454
KIAA1244	ENSG00000112379	ENST00000251691
KIAA1257	ENSG00000114656	ENST00000265068
KIAA1279	ENSG00000198954	ENST00000361983
KIAA1324	ENSG00000116299	ENST00000369939
KIAA1324L	ENSG00000164659	ENST00000450689
KIAA1328	ENSG00000150477	ENST00000280020
KIAA1377	ENSG00000110318	ENST00000263468
KIAA1407	ENSG00000163617	ENST00000295878
KIAA1429	ENSG00000164944	ENST00000297591
KIAA1430	ENSG00000164323	ENST00000458385
KIAA1432	ENSG00000107036	ENST00000414202
KIAA1456	ENSG00000250305	ENST00000524591
KIAA1462	ENSG00000165757	ENST00000375377
KIAA1467	ENSG00000084444	ENST00000197268
KIAA1468	ENSG00000134444	ENST00000398130
KIAA1522	ENSG00000162522	ENST00000401073
KIAA1524	ENSG00000163507	ENST00000295746
KIAA1549	ENSG00000122778	ENST00000422774
KIAA1549L	ENSG00000110427	ENST00000321505
KIAA1551	ENSG00000174718	ENST00000312561
KIAA1586	ENSG00000168116	ENST00000370733
KIAA1598	ENSG00000187164	ENST00000355371
KIAA1614	ENSG00000135835	ENST00000367588
KIAA1644	ENSG00000138944	ENST00000381176
KIAA1671	ENSG00000197077	ENST00000358431
KIAA1683	ENSG00000130518	ENST00000392413
KIAA1715	ENSG00000144320	ENST00000544803
KIAA1731	ENSG00000166004	ENST00000325212
KIAA1751	ENSG00000142609	ENST00000493964
KIAA1755	ENSG00000149633	ENST00000279024
KIAA1841	ENSG00000162929	ENST00000402291
KIAA1875	ENSG00000179698	ENST00000323662
KIAA1919	ENSG00000173214	ENST00000368847
KIAA1958	ENSG00000165185	ENST00000536272
KIAA2013	ENSG00000116685	ENST00000376572
KIAA2018	ENSG00000176542	ENST00000316407
KIAA2022	ENSG00000050030	ENST00000055682
KIAA2026	ENSG00000183354	ENST00000399933
KIDINS220	ENSG00000134313	ENST00000256707
KIF11	ENSG00000138160	ENST00000260731
KIF12	ENSG00000136883	ENST00000374118
KIF13A	ENSG00000137177	ENST00000259711
KIF13B	ENSG00000197892	ENST00000524189
KIF14	ENSG00000118193	ENST00000367350
KIF15	ENSG00000163808	ENST00000326047
KIF16B	ENSG00000089177	ENST00000408042
KIF17	ENSG00000117245	ENST00000247986
KIF18A	ENSG00000121621	ENST00000263181
KIF18B	ENSG00000186185	ENST00000593135
KIF19	ENSG00000196169	ENST00000389916
KIF1A	ENSG00000130294	ENST00000498729
KIF1B	ENSG00000054523	ENST00000263934
KIF1C	ENSG00000129250	ENST00000320785
KIF20A	ENSG00000112984	ENST00000394894
KIF20B	ENSG00000138182	ENST00000371728
KIF21A	ENSG00000139116	ENST00000361418
KIF21B	ENSG00000116852	ENST00000422435
KIF22	ENSG00000079616	ENST00000160827
KIF23	ENSG00000137807	ENST00000260363
KIF24	ENSG00000186638	ENST00000379166
KIF25	ENSG00000125337	ENST00000443060
KIF26A	ENSG00000066735	ENST00000423312
KIF26B	ENSG00000162849	ENST00000407071
KIF27	ENSG00000165115	ENST00000297814
KIF2A	ENSG00000068796	ENST00000407818
KIF2B	ENSG00000141200	ENST00000268919
